City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,saint-joseph,-21.3667,55.6167,22.21,84,31,0.95,RE,1696277456
365,sinabang,2.4803,96.3801,26.48,77,98,4.91,ID,1696277285
366,barreirinha,-2.7933,-57.07,38.46,24,100,1.53,BR,1696277456
367,kavali,14.9167,79.9833,28.84,64,80,5.09,IN,1696277456
368,muntok,-2.0667,105.1833,26.1,79,100,3.87,ID,1696277456
369,newman,37.3138,-121.0208,25.03,38,5,3.13,US,1696277336
370,chilmari,25.5559,89.6715,26.13,91,93,4.08,BD,1696277456
371,nuuk,64.1835,-51.7216,4.34,65,75,0.0,GL,1696277456
372,jining,35.405,116.5814,17.33,78,92,2.32,CN,1696277456
373,sokoni,-6.4333,39.55,25.52,80,22,6.98,TZ,1696277222
374,tubarjal,30.4999,38.216,25.45,38,100,4.43,SA,1696277456
375,daru,-9.0763,143.2092,24.4,90,62,4.79,PG,1696277420
376,charters towers,-20.1,146.2667,16.56,97,30,3.08,AU,1696277456
377,nova sintra,14.8667,-24.7167,23.83,81,77,4.38,CV,1696277323
378,san fernando de apure,7.8878,-67.4724,31.87,68,100,1.2,VE,1696277457
379,noosa heads,-26.3833,153.15,16.85,75,10,2.78,AU,1696277457
380,paraiso,9.8383,-83.8656,23.48,92,99,1.3,CR,1696277457
381,el hamma,33.8915,9.7963,22.82,60,0,3.74,TN,1696277457
382,harstad,68.799,16.5293,5.69,98,100,2.24,NO,1696277329
383,sao joao da barra,-21.6403,-41.0511,24.05,90,86,4.35,BR,1696277216
384,acajutla,13.5928,-89.8275,29.89,70,24,2.74,SV,1696277265
385,howard springs,-12.497,131.047,25.95,84,39,1.44,AU,1696277457
386,aitape,-3.1374,142.3475,24.84,90,100,2.47,PG,1696277457
387,kingston,17.997,-76.7936,33.53,68,40,4.63,JM,1696277197
388,tateyama,34.9833,139.8667,22.2,61,94,4.41,JP,1696277457
389,sayyan,15.1718,44.3244,15.58,25,0,1.86,YE,1696277457
390,aroma,15.8167,36.1333,33.87,16,0,5.01,SD,1696277457
391,puerto el triunfo,13.2833,-88.55,30.46,70,45,4.44,SV,1696277457
392,douliu,23.7094,120.5433,24.7,64,90,2.31,TW,1696277458
393,nevel'sk,46.6733,141.8633,11.92,84,100,12.54,RU,1696277458
394,ribas do rio pardo,-20.4431,-53.7592,32.73,40,85,2.25,BR,1696277198
395,tondano,1.3038,124.9112,20.05,77,99,0.5,ID,1696277458
396,nadi,-17.8,177.4167,24.0,64,40,5.66,FJ,1696277181
397,east london,-33.0153,27.9116,18.81,76,0,7.55,ZA,1696277448
398,smara,26.7384,-11.6719,33.57,15,0,4.7,EH,1696277458
399,staraya russa,57.9944,31.3608,11.1,84,28,2.22,RU,1696277458
400,minab,27.1467,57.0801,30.32,54,0,0.73,IR,1696277458
401,zouerate,22.7187,-12.4521,34.11,10,61,2.48,MR,1696277458
402,aqadyr,48.2553,72.8483,8.52,87,91,4.6,KZ,1696277458
403,cave creek,33.8333,-111.9508,28.23,26,0,2.24,US,1696277458
404,djibo,14.1022,-1.6306,35.05,30,100,3.02,BF,1696277458
405,pemangkat,1.1667,108.9667,25.38,86,95,3.08,ID,1696277458
406,at tall al kabir,30.5445,31.7853,24.13,52,100,2.26,EG,1696277458
407,seryshevo,51.0933,128.3786,6.23,79,12,0.58,RU,1696277459
408,palafrugell,41.9174,3.1631,22.97,51,5,3.73,ES,1696277459
409,tafo,6.7345,-1.6127,22.76,97,100,1.86,GH,1696277459
410,thinadhoo,0.5333,72.9333,27.93,76,59,5.12,MV,1696277459
411,acapulco de juarez,16.8634,-99.8901,31.9,70,75,3.09,MX,1696277459
412,camargo,27.6667,-105.1667,31.44,33,65,5.41,MX,1696277247
413,saint-philippe,-21.3585,55.7679,22.77,83,49,2.26,RE,1696277419
414,puerto leguizamo,-0.1934,-74.7819,29.34,75,99,0.39,CO,1696277459
415,seven pagodas,12.6264,80.1722,29.03,82,100,6.87,IN,1696277459
416,gaspe,48.8334,-64.4819,15.95,62,74,3.39,CA,1696277459
417,tocopilla,-22.092,-70.1979,19.85,73,25,5.39,CL,1696276913
418,yuzhno-kurilsk,44.0306,145.8556,14.65,74,24,7.27,RU,1696277459
419,kapuskasing,49.4169,-82.4331,26.2,59,100,5.29,CA,1696277289
420,awjilah,29.1081,21.2869,24.28,46,15,5.95,LY,1696277459
421,kaltungo,9.8142,11.3089,23.5,86,99,0.87,NG,1696277459
422,mastung,29.7994,66.845,15.66,15,0,2.05,PK,1696277459
423,hereford,52.0568,-2.7148,15.59,94,100,1.34,GB,1696277270
424,marshall,34.3834,-86.3333,31.68,49,40,0.0,US,1696277454
425,pisco,-13.7,-76.2167,23.03,68,0,4.12,PE,1696277460
426,turpan,42.9333,89.1667,22.14,29,47,1.05,CN,1696277460
427,tangalle,6.024,80.7911,24.77,89,100,2.83,LK,1696277460
428,heilbad heiligenstadt,51.3833,10.1333,18.7,72,100,1.79,DE,1696277460
429,eyl,7.9803,49.8164,26.68,81,10,8.27,SO,1696277460
430,tromso,69.6496,18.957,4.01,81,75,4.63,NO,1696277460
431,piacabucu,-10.4056,-36.4344,25.08,71,0,4.91,BR,1696277460
432,pasni,25.2631,63.471,27.89,63,3,4.1,PK,1696277460
433,barguzin,53.6167,109.6167,3.55,70,71,2.68,RU,1696277280
434,vila franca do campo,37.7167,-25.4333,20.23,99,99,4.3,PT,1696277460
435,san pedro pochutla,15.7333,-96.4667,31.84,61,80,3.24,MX,1696277460
436,ianca,45.1333,27.45,14.73,45,2,3.4,RO,1696277460
437,arapgir,39.0412,38.4952,14.93,74,100,2.86,TR,1696277300
438,san julian,21.0167,-102.1667,26.78,26,91,2.17,MX,1696277461
439,wenchang,30.904,118.4887,19.43,86,98,1.23,CN,1696277461
440,biloela,-24.4167,150.5,15.46,91,0,2.44,AU,1696277461
441,tiflet,33.8947,-6.3065,17.33,54,67,1.07,MA,1696277461
442,naze,28.3667,129.4833,25.45,82,92,9.07,JP,1696277368
443,wagar,16.1525,36.2032,33.8,20,0,5.03,SD,1696277461
444,makassar,-5.14,119.4221,23.03,83,20,1.03,ID,1696277308
445,bunyan,38.8463,35.8603,12.12,72,99,2.02,TR,1696277461
446,grand falls-windsor,48.9332,-55.6649,19.17,50,2,2.55,CA,1696277461
447,plettenberg bay,-34.0527,23.3716,18.9,56,0,1.28,ZA,1696277310
448,al jawf,29.5,38.75,25.58,39,100,4.36,SA,1696277461
449,maraba,-5.3686,-49.1178,36.1,44,20,1.54,BR,1696277230
450,mahina,-17.5065,-149.489,25.87,78,75,3.09,PF,1696277419
451,tres arroyos,-38.3739,-60.2798,20.44,41,98,5.38,AR,1696277462
452,gargalianoi,37.0667,21.6333,20.75,66,5,1.24,GR,1696277462
453,pine bluff,34.2284,-92.0032,32.27,34,0,4.63,US,1696277314
454,bengkulu,-3.8004,102.2655,22.5,94,100,3.15,ID,1696277462
455,lorengau,-2.0226,147.2712,26.6,82,98,3.05,PG,1696277462
456,eraan,9.0629,117.7016,26.22,85,100,3.53,PH,1696277452
457,de aar,-30.6497,24.0123,21.8,30,0,1.67,ZA,1696277462
458,vila velha,-20.3297,-40.2925,24.41,86,75,3.09,BR,1696277281
459,warora,20.2333,79.0,25.12,87,100,2.97,IN,1696277462
460,birjand,32.8663,59.2211,19.39,20,1,1.03,IR,1696277424
461,west dundee,42.0981,-88.2829,30.78,47,0,3.6,US,1696277462
462,kaiapoi,-43.3783,172.6401,7.26,70,100,4.12,NZ,1696277462
463,igarka,67.4667,86.5833,0.78,97,100,10.88,RU,1696277462
464,shiqian,27.5225,108.2281,22.24,97,100,1.26,CN,1696277462
465,amungan,15.3652,119.9582,26.91,85,100,1.64,PH,1696277462
466,boyolangu,-8.1181,111.8935,21.85,94,99,0.8,ID,1696277463
467,magway,20.15,94.9167,24.35,95,84,3.67,MM,1696277463
468,porto torres,40.835,8.3972,20.1,71,5,1.41,IT,1696277463
469,marka,1.7159,44.7717,25.95,87,4,6.35,SO,1696277463
470,morki,56.4303,48.9947,11.4,82,100,1.36,RU,1696277463
471,kyzyl-suu,42.3414,78.0056,10.2,58,62,2.38,KG,1696277463
472,sulphur springs,33.1385,-95.6011,33.64,29,100,3.09,US,1696277295
473,yichun,47.7,128.9,5.17,82,44,1.25,CN,1696277463
474,olinda,-8.0089,-34.8553,26.85,69,40,3.6,BR,1696277463
475,smithers,54.7804,-127.1743,9.18,87,75,1.03,CA,1696277463
476,yairipok,24.6667,94.0667,20.8,96,56,0.52,IN,1696277464
477,thief river falls,48.1191,-96.1812,26.96,54,0,7.2,US,1696277464
478,kloulklubed,7.0419,134.2556,28.44,74,26,1.96,PW,1696277464
479,fort bragg,35.139,-79.006,29.39,45,20,5.14,US,1696277412
480,bhinmal,25.0,72.25,26.9,28,0,2.98,IN,1696277464
481,masterton,-40.9597,175.6575,8.27,61,85,6.0,NZ,1696277248
482,fengkou,30.0833,113.2667,17.58,96,100,3.36,CN,1696277464
483,puerto lleras,3.0223,-73.4044,30.97,63,92,0.92,CO,1696277464
484,nuku'alofa,-21.1333,-175.2,21.19,68,75,7.2,TO,1696277465
485,jiagedaqi,50.4167,124.1167,7.38,69,100,0.38,CN,1696277465
486,stephenville,32.2207,-98.2023,31.63,35,40,2.57,US,1696277465
487,al miqdadiyah,33.9786,44.9369,27.85,35,98,0.96,IQ,1696277465
488,mogadishu,2.0371,45.3438,26.24,85,2,6.71,SO,1696277299
489,al kharijah,25.4514,30.5464,26.83,33,100,4.94,EG,1696277399
490,ocean shores,46.9737,-124.1563,14.05,97,100,5.66,US,1696277379
491,callao,-12.0667,-77.15,21.16,73,40,6.17,PE,1696277223
492,hotan,37.0997,79.9269,19.03,19,100,1.51,CN,1696277465
493,enoch,37.7733,-113.0244,14.52,46,0,4.12,US,1696277465
494,pulandian,39.3953,121.9669,18.3,66,97,3.39,CN,1696277465
495,arkhangel'sk,64.5401,40.5433,3.4,84,46,1.97,RU,1696277465
496,harnosand,62.6323,17.9379,6.0,87,98,2.75,SE,1696277371
497,corner brook,48.9667,-57.9484,14.88,54,3,2.1,CA,1696277382
498,farafangana,-22.8167,47.8333,21.11,74,99,8.15,MG,1696277465
499,mont-dore,-22.2833,166.5833,23.33,99,65,5.3,NC,1696277466
500,vylkove,45.4021,29.586,15.36,48,0,3.48,UA,1696277466
501,lagunas,-5.2269,-75.6753,34.57,41,99,1.64,PE,1696277466
502,pekanbaru,0.5333,101.45,25.18,88,75,1.03,ID,1696277466
503,serenje,-13.2325,30.2352,21.41,55,76,6.45,ZM,1696277466
504,chato,-2.6378,31.7669,22.83,70,0,1.72,TZ,1696277466
505,runing,33.0011,114.3542,16.76,95,100,1.36,CN,1696277466
506,scicli,36.7902,14.7014,19.75,67,0,1.38,IT,1696277466
507,kerema,-7.9631,145.7785,24.62,92,100,1.73,PG,1696277466
508,dili,-8.5586,125.5736,25.85,67,4,1.4,TL,1696277466
509,suva,-18.1416,178.4415,23.71,69,75,5.14,FJ,1696277466
510,kitee,62.1,30.15,8.45,96,100,2.77,FI,1696277467
511,gonabad,34.3529,58.6837,22.07,17,5,2.22,IR,1696277467
512,port saint john's,-31.6229,29.5448,17.8,77,0,6.58,ZA,1696277467
513,magadan,59.5667,150.8,6.01,77,22,3.13,RU,1696277361
514,mossel bay,-34.1831,22.146,18.16,67,0,1.65,ZA,1696277467
515,cheddar,51.2754,-2.7766,18.05,96,100,2.06,GB,1696277467
516,tan-tan,28.438,-11.1032,26.27,43,0,5.07,MA,1696277467
517,palikir - national government center,6.9248,158.1611,24.41,88,40,1.54,FM,1696277467
518,peterhead,57.5058,-1.7981,12.22,80,100,6.84,GB,1696277467
519,tokoroa,-38.2333,175.8667,8.3,87,50,2.24,NZ,1696277467
520,bubaque,11.2833,-15.8333,28.73,79,34,2.91,GW,1696277467
521,tvoroyri,61.5556,-6.8111,10.35,89,73,11.47,FO,1696277467
522,el colomo,19.05,-104.25,31.99,69,100,3.29,MX,1696277467
523,preobrazheniye,42.9019,133.9064,11.91,74,5,2.68,RU,1696277468
524,el limon,10.3059,-67.6321,31.62,68,100,1.52,VE,1696277468
525,saynshand,44.8824,110.1163,9.44,61,61,4.92,MN,1696277468
526,guaruja,-23.9931,-46.2564,21.61,26,100,3.4,BR,1696277468
527,stornoway,58.2093,-6.3865,12.27,82,40,6.69,GB,1696277468
528,pervomayskoye,43.919,46.7102,19.48,56,93,3.58,RU,1696277468
529,portland,45.5234,-122.6762,16.06,80,100,3.09,US,1696277141
530,polski trambesh,43.3836,25.6497,12.3,46,44,1.58,BG,1696277468
531,consolacion del sur,22.5047,-83.5136,29.9,71,99,0.92,CU,1696277184
532,lashio,22.9333,97.75,19.69,99,33,0.33,MM,1696277468
533,imbituba,-28.24,-48.6703,19.39,61,44,5.09,BR,1696277468
534,sydney mines,46.2367,-60.2177,19.34,66,88,3.13,CA,1696277468
535,fort wellington,6.4,-57.6,29.92,68,100,5.47,GY,1696277469
536,dhidhdhoo,6.8833,73.1,27.06,82,100,6.61,MV,1696277469
537,hetauda,27.4284,85.0322,25.64,90,100,1.68,NP,1696277469
538,paita,-5.0892,-81.1144,23.11,70,11,7.76,PE,1696277469
539,box elder,41.5005,-112.8764,9.59,77,100,5.73,US,1696277469
540,goz beida,13.95,20.55,32.03,33,22,2.22,TD,1696277469
541,tozkhurmato,34.8905,44.6299,26.69,34,90,2.55,IQ,1696277469
